team,reference_date,behavior_window_start,behavior_window_end,matches_available_all_time,matches_used_recent,oldest_match_used,latest_match_used,behavior_config_name,n_matches,weighted_goals_for,weighted_goals_for_raw,weighted_goals_for_adjusted,weighted_goals_against,weighted_goals_against_raw,weighted_goals_against_adjusted,weighted_goal_difference,all_time_goals_for,all_time_goals_against,attack_index,attack_index_raw,attack_index_adjusted_old,attack_index_adjusted,attack_index_residual,attack_index_final,defense_index,defense_index_raw,defense_index_adjusted_old,defense_index_adjusted,defense_index_residual,defense_index_final,weighted_goal_for_residual,weighted_goal_against_residual,weighted_result_residual,residual_coverage_recent,recent_form_index,weighted_btts_rate,weighted_over_2_5_rate,clean_sheet_rate,failed_to_score_rate,environment_response_index,environment_sample_size,attack_data_quality,defense_data_quality,form_data_quality,environment_data_quality,overall_data_quality,behavior_warning,sample_size_warning,staleness_warning,opponent_quality_warning,mean_opponent_elo_recent,median_opponent_elo_recent,min_opponent_elo_recent,max_opponent_elo_recent,opponent_elo_coverage_recent,strong_opponent_match_count,weak_opponent_match_count,schedule_strength_label,schedule_strength_warning,opponent_adjustment_warning,residual_warning,last_updated
Montserrat,2026-06-21,2022-06-21,2026-06-21,66,18,2023-03-25,2025-06-10,calibrated_4y_40m_hl365,18,0.639,0.695,0.639,1.98,1.915,1.98,-1.341,1.091,2.955,0.314,0.306,0.284,0.284,0.333,0.314,0.312,0.282,0.256,0.256,0.38,0.312,-0.501,0.36,-0.053,1.0,0.245,0.322,0.567,0.21,0.455,0.5,0,low,low,low,none,low,Latest match is 376 days before reference date.; Recent goals-against differs from all-time by -0.98.; Recent schedule skews toward weak opponents.,,Latest match is 376 days before reference date.,,1414.973,1420.031,1216.001,1773.707,1.0,1,7,weak,Recent schedule skews toward weak opponents.,,,2026-06-20T23:36:25+00:00
Morocco,2026-06-21,2022-06-21,2026-06-21,619,40,2024-03-22,2026-06-19,calibrated_4y_40m_hl365,40,2.013,1.896,2.013,0.291,0.333,0.291,1.722,1.483,0.8,0.681,0.73,0.775,0.775,0.566,0.681,0.811,0.843,0.863,0.863,0.734,0.811,0.198,-0.702,0.104,1.0,0.85,0.303,0.364,0.733,0.065,0.5,0,high,high,high,none,high,Attack index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1579.912,1552.516,1375.231,1975.515,1.0,10,0,average,,Attack index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Mozambique,2026-06-21,2022-06-21,2026-06-21,375,40,2022-11-17,2026-06-09,calibrated_4y_40m_hl365,40,1.101,1.117,1.101,1.585,1.653,1.585,-0.485,1.032,1.293,0.459,0.472,0.464,0.464,0.431,0.459,0.366,0.345,0.358,0.358,0.414,0.366,-0.206,0.257,-0.02,1.0,0.366,0.463,0.568,0.169,0.346,0.5,0,high,high,high,none,high,Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1536.88,1521.921,1094.835,1885.959,1.0,8,6,average,,,Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
Myanmar,2026-06-21,2022-06-21,2026-06-21,512,36,2022-09-21,2026-06-09,calibrated_4y_40m_hl365,36,1.227,1.319,1.227,2.357,2.29,2.357,-1.129,1.604,1.652,0.555,0.518,0.459,0.459,0.643,0.555,0.186,0.196,0.172,0.172,0.162,0.186,0.428,1.015,0.051,1.0,0.265,0.628,0.743,0.098,0.276,0.5,0,high,high,high,none,high,Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.,,,,1352.373,1357.409,985.972,1911.349,1.0,2,16,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Namibia,2026-06-21,2022-06-21,2026-06-21,279,35,2022-07-12,2026-03-28,calibrated_4y_40m_hl365,35,0.637,0.692,0.637,1.399,1.407,1.399,-0.762,0.978,1.423,0.29,0.296,0.275,0.275,0.277,0.29,0.459,0.446,0.444,0.444,0.489,0.459,-0.669,0.033,-0.176,1.0,0.241,0.309,0.465,0.356,0.52,0.5,0,high,high,high,none,high,,,,,1530.404,1491.347,1207.148,1780.417,1.0,6,2,average,,,,2026-06-20T23:36:25+00:00
Nepal,2026-06-21,2022-06-21,2026-06-21,268,30,2022-09-27,2025-11-18,calibrated_4y_40m_hl365,30,0.454,0.537,0.454,1.804,1.713,1.804,-1.35,0.854,2.246,0.269,0.25,0.212,0.212,0.311,0.269,0.369,0.314,0.279,0.279,0.498,0.369,-0.566,0.007,-0.081,1.0,0.117,0.341,0.435,0.132,0.58,0.5,0,moderate,moderate,moderate,none,moderate,Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,,,1289.365,1295.292,949.927,1642.736,1.0,0,19,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Netherlands,2026-06-21,2022-06-21,2026-06-21,880,40,2023-03-27,2026-06-14,calibrated_4y_40m_hl365,40,2.398,2.259,2.398,0.874,1.024,0.874,1.524,2.094,1.225,0.8,0.842,0.903,0.903,0.704,0.8,0.536,0.545,0.583,0.583,0.516,0.536,0.611,-0.047,-0.045,1.0,0.654,0.601,0.701,0.342,0.071,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1725.553,1767.035,1181.262,2094.236,1.0,26,6,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
New Caledonia,2026-06-21,2022-06-21,2026-06-21,265,18,2022-09-17,2026-03-26,calibrated_4y_40m_hl365,18,1.369,1.39,1.369,0.973,1.058,0.973,0.396,2.634,1.392,0.519,0.512,0.498,0.498,0.534,0.519,0.555,0.542,0.556,0.556,0.585,0.555,0.102,-0.255,-0.047,1.0,0.473,0.275,0.479,0.254,0.451,0.5,0,moderate,moderate,moderate,none,moderate,Recent goals-for differs from all-time by -1.26.,,,,1497.132,1521.472,1144.121,1781.494,1.0,1,3,average,,,,2026-06-20T23:36:25+00:00
New Zealand,2026-06-21,2022-06-21,2026-06-21,417,36,2022-09-22,2026-06-15,calibrated_4y_40m_hl365,36,1.845,1.721,1.845,1.159,1.348,1.159,0.685,1.753,1.501,0.652,0.623,0.684,0.684,0.719,0.652,0.448,0.429,0.482,0.482,0.493,0.448,0.657,0.022,-0.054,1.0,0.473,0.429,0.665,0.274,0.317,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,,,,1691.908,1722.168,1279.492,1996.719,1.0,19,1,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment. Defense index increased after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Nicaragua,2026-06-21,2022-06-21,2026-06-21,222,39,2022-09-22,2026-06-05,calibrated_4y_40m_hl365,39,0.835,0.821,0.835,1.493,1.665,1.493,-0.657,1.054,2.405,0.349,0.335,0.346,0.346,0.382,0.349,0.394,0.36,0.406,0.406,0.474,0.394,-0.353,0.079,0.004,1.0,0.295,0.29,0.394,0.266,0.511,0.5,0,high,high,high,none,high,Recent goals-against differs from all-time by -0.91.; Defense index increased after opponent-quality adjustment.; Attack boosted by opponent adjustment but goal residual is negative. Defense boosted by opponent adjustment but goals-against residual is poor.,,,,1559.916,1577.739,1224.844,1905.086,1.0,10,7,average,,Defense index increased after opponent-quality adjustment.,Attack boosted by opponent adjustment but goal residual is negative. Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
Niger,2026-06-21,2022-06-21,2026-06-21,260,34,2022-09-23,2026-06-08,calibrated_4y_40m_hl365,34,1.03,1.02,1.03,1.109,1.14,1.109,-0.079,0.985,1.627,0.422,0.408,0.414,0.414,0.453,0.422,0.558,0.532,0.545,0.545,0.618,0.558,-0.141,-0.353,0.107,1.0,0.408,0.38,0.358,0.295,0.417,0.5,0,high,high,high,none,high,Attack boosted by opponent adjustment but goal residual is negative.,,,,1549.625,1539.802,1108.215,1872.969,1.0,6,2,average,,,Attack boosted by opponent adjustment but goal residual is negative.,2026-06-20T23:36:25+00:00
Nigeria,2026-06-21,2022-06-21,2026-06-21,661,40,2024-01-08,2026-06-10,calibrated_4y_40m_hl365,40,2.03,1.928,2.03,0.689,0.75,0.689,1.341,1.525,1.002,0.723,0.757,0.802,0.802,0.643,0.723,0.657,0.653,0.678,0.678,0.665,0.657,0.43,-0.494,0.162,1.0,0.719,0.562,0.552,0.464,0.093,0.5,0,high,high,high,none,high,Attack index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1612.601,1617.932,1393.873,1962.728,1.0,11,0,average,,Attack index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Niue,2026-06-21,2022-06-21,2026-06-21,2,0,,,calibrated_4y_40m_hl365,0,,,,,,,,0.0,16.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
North Korea,2026-06-21,2022-06-21,2026-06-21,390,18,2023-11-16,2025-06-10,calibrated_4y_40m_hl365,18,1.102,1.061,1.102,1.702,1.846,1.702,-0.6,1.61,1.115,0.456,0.449,0.47,0.47,0.474,0.456,0.296,0.256,0.297,0.297,0.389,0.296,-0.077,0.332,-0.089,1.0,0.2,0.592,0.612,0.064,0.367,0.5,0,low,low,low,none,low,Latest match is 376 days before reference date.; Recent schedule skews toward strong opponents.; Defense index increased after opponent-quality adjustment.; Attack boosted by opponent adjustment but goal residual is negative. Defense boosted by opponent adjustment but goals-against residual is poor.,,Latest match is 376 days before reference date.,,1629.943,1691.495,1172.478,1893.04,1.0,9,2,strong,Recent schedule skews toward strong opponents.,Defense index increased after opponent-quality adjustment.,Attack boosted by opponent adjustment but goal residual is negative. Defense boosted by opponent adjustment but goals-against residual is poor.,2026-06-20T23:36:25+00:00
North Macedonia,2026-06-21,2022-06-21,2026-06-21,306,39,2022-09-23,2026-06-01,calibrated_4y_40m_hl365,39,0.978,0.998,0.978,1.239,1.386,1.239,-0.261,1.193,1.346,0.396,0.407,0.398,0.398,0.371,0.396,0.482,0.513,0.548,0.548,0.409,0.482,-0.388,0.272,-0.012,1.0,0.36,0.343,0.436,0.448,0.391,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Defense index increased after opponent-quality adjustment.; Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1590.902,1612.755,1055.553,2012.98,1.0,15,8,strong,Recent schedule skews toward strong opponents.,Defense index increased after opponent-quality adjustment.,Defense boosted by opponent adjustment but goals-against residual is poor. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
North Vietnam,2026-06-21,2022-06-21,2026-06-21,24,0,,,calibrated_4y_40m_hl365,0,,,,,,,,2.042,2.167,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Northern Cyprus,2026-06-21,2022-06-21,2026-06-21,34,0,,,calibrated_4y_40m_hl365,0,,,,,,,,2.882,0.912,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Northern Ireland,2026-06-21,2022-06-21,2026-06-21,707,36,2022-09-24,2026-06-08,calibrated_4y_40m_hl365,36,1.087,1.029,1.087,1.022,1.182,1.022,0.065,1.048,1.833,0.442,0.441,0.47,0.47,0.443,0.442,0.548,0.516,0.56,0.56,0.623,0.548,-0.17,-0.368,0.08,1.0,0.433,0.327,0.303,0.35,0.351,0.5,0,high,high,high,none,high,Recent goals-against differs from all-time by -0.81.; Recent schedule skews toward strong opponents.; Defense index increased after opponent-quality adjustment.; Attack boosted by opponent adjustment but goal residual is negative.,,,,1618.417,1648.577,916.546,2036.7,1.0,13,3,strong,Recent schedule skews toward strong opponents.,Defense index increased after opponent-quality adjustment.,Attack boosted by opponent adjustment but goal residual is negative.,2026-06-20T23:36:25+00:00
Northern Mariana Islands,2026-06-21,2022-06-21,2026-06-21,30,6,2023-11-18,2024-04-07,calibrated_4y_40m_hl365,6,1.202,1.57,1.202,2.525,2.368,2.525,-1.322,0.9,4.3,0.624,0.624,0.479,0.479,0.623,0.624,0.114,0.163,0.107,0.107,0.0,0.114,0.369,1.775,0.052,1.0,0.278,0.566,1.0,0.112,0.288,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Latest match is 805 days before reference date.; Recent goals-against differs from all-time by -1.77.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,Fewer than 8 recent matches; behavior is insufficient.,Latest match is 805 days before reference date.,,1266.747,1203.039,1062.407,1536.761,1.0,0,4,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment. Defense index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Norway,2026-06-21,2022-06-21,2026-06-21,873,39,2022-09-24,2026-06-16,calibrated_4y_40m_hl365,39,2.925,2.84,2.925,0.781,0.865,0.781,2.144,1.552,1.623,0.933,0.904,0.942,0.942,1.0,0.933,0.609,0.613,0.639,0.639,0.601,0.609,1.755,-0.303,0.191,1.0,0.843,0.66,0.78,0.345,0.072,0.5,0,high,high,high,none,high,Recent goals-for differs from all-time by +1.37. Recent goals-against differs from all-time by -0.84.; Recent schedule skews toward strong opponents.; Attack index increased after opponent-quality adjustment.; Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1673.006,1683.101,1279.344,1989.925,1.0,19,2,strong,Recent schedule skews toward strong opponents.,Attack index increased after opponent-quality adjustment.,Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Occitania,2026-06-21,2022-06-21,2026-06-21,33,0,,,calibrated_4y_40m_hl365,0,,,,,,,,3.121,1.152,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Oman,2026-06-21,2022-06-21,2026-06-21,543,40,2023-06-20,2026-06-05,calibrated_4y_40m_hl365,40,0.885,0.866,0.885,0.996,1.086,0.996,-0.111,1.291,1.258,0.359,0.381,0.392,0.392,0.309,0.359,0.557,0.548,0.572,0.572,0.579,0.557,-0.573,-0.236,-0.075,1.0,0.382,0.409,0.426,0.39,0.402,0.5,0,high,high,high,none,high,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1566.188,1538.907,1105.2,1891.156,1.0,8,3,average,,,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Orkney,2026-06-21,2022-06-21,2026-06-21,28,7,2023-07-09,2025-07-17,calibrated_4y_40m_hl365,7,2.31,2.423,2.31,1.727,1.745,1.727,0.583,1.357,3.0,0.889,0.89,0.853,0.853,0.886,0.889,0.315,0.275,0.271,0.271,0.408,0.315,1.158,0.276,0.268,1.0,0.667,0.743,0.969,0.202,0.031,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; Recent goals-for differs from all-time by +0.95. Recent goals-against differs from all-time by -1.27.; Attack index reduced after opponent-quality adjustment.,Fewer than 8 recent matches; behavior is insufficient.,,,1474.218,1490.575,1323.617,1658.72,1.0,0,2,average,,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Padania,2026-06-21,2022-06-21,2026-06-21,45,0,,,calibrated_4y_40m_hl365,0,,,,,,,,2.689,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Pakistan,2026-06-21,2022-06-21,2026-06-21,251,24,2022-11-16,2026-06-10,calibrated_4y_40m_hl365,24,0.81,1.0,0.81,1.266,1.24,1.266,-0.456,0.94,2.299,0.435,0.417,0.339,0.339,0.479,0.435,0.57,0.552,0.523,0.523,0.613,0.57,-0.064,-0.34,0.258,1.0,0.359,0.122,0.375,0.406,0.493,0.5,0,moderate,moderate,moderate,none,moderate,Recent goals-against differs from all-time by -1.03.; Recent schedule skews toward weak opponents.; Attack index reduced after opponent-quality adjustment.,,,,1362.064,1254.034,1106.439,1710.503,1.0,1,13,weak,Recent schedule skews toward weak opponents.,Attack index reduced after opponent-quality adjustment.,,2026-06-20T23:36:25+00:00
Palau,2026-06-21,2022-06-21,2026-06-21,2,0,,,calibrated_4y_40m_hl365,0,,,,,,,,2.0,10.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,,,0.0,0.5,,,,,0.5,0,insufficient,insufficient,insufficient,none,insufficient,Fewer than 8 recent matches; behavior is insufficient.; No recent match date available.; Opponent Elo missing for recent matches; schedule strength unknown.; Residual coverage is 0%; residual behavior is unreliable.,Fewer than 8 recent matches; behavior is insufficient.,No recent match date available.,,,,,,0.0,0,0,unknown,Opponent Elo missing for recent matches; schedule strength unknown.,,Residual coverage is 0%; residual behavior is unreliable.,2026-06-20T23:36:25+00:00
Palestine,2026-06-21,2022-06-21,2026-06-21,249,36,2023-03-25,2026-06-09,calibrated_4y_40m_hl365,36,0.869,0.809,0.869,0.92,1.022,0.92,-0.051,1.333,1.39,0.358,0.36,0.387,0.387,0.353,0.358,0.599,0.579,0.607,0.607,0.647,0.599,-0.44,-0.441,0.04,1.0,0.349,0.391,0.375,0.455,0.451,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1607.495,1643.673,1174.4,1861.975,1.0,13,3,strong,Recent schedule skews toward strong opponents.,,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
Panama,2026-06-21,2022-06-21,2026-06-21,541,40,2023-11-16,2026-06-17,calibrated_4y_40m_hl365,40,1.463,1.402,1.463,0.98,1.055,0.98,0.483,1.255,1.523,0.513,0.543,0.573,0.573,0.444,0.513,0.531,0.541,0.562,0.562,0.508,0.531,-0.169,-0.023,-0.122,1.0,0.513,0.471,0.376,0.271,0.301,0.5,0,high,high,high,none,high,Recent schedule skews toward strong opponents.; Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,,,,1668.957,1666.942,1303.839,1977.435,1.0,15,2,strong,Recent schedule skews toward strong opponents.,,Attack boosted by opponent adjustment but goal residual is negative. Schedule strength may be misleading; residuals do not support the full opponent boost.,2026-06-20T23:36:25+00:00
